opener,avg_guesses,median_guesses,fails,max_guesses
upped,4.212086,4.0,152,11
wacky,4.212282,4.0,130,11
gliff,4.212282,4.0,134,11
yfere,4.212282,4.0,152,11
fulls,4.212282,4.0,153,12
sekos,4.212282,4.0,175,12
ogees,4.212282,4.0,201,12
goopy,4.212478,4.0,132,11
fyked,4.212478,4.0,135,11
fonio,4.212478,4.0,158,12
howay,4.212478,4.0,159,10
wools,4.212478,4.0,166,11
dandy,4.212478,4.0,170,12
gauss,4.212478,4.0,180,11
aiyoh,4.212478,4.0,197,11
unzip,4.212674,4.0,151,12
exons,4.212674,4.0,199,12
goony,4.212870,4.0,165,11
husos,4.212870,4.0,170,11
michi,4.213067,4.0,126,12
tiddy,4.213067,4.0,150,11
banya,4.213067,4.0,154,11
cully,4.213067,4.0,155,12
finis,4.213067,4.0,158,12
golly,4.213067,4.0,160,11
mieux,4.213067,4.0,163,13
poeps,4.213067,4.0,179,12
teggs,4.213067,4.0,180,11
ohone,4.213067,4.0,182,11
bizes,4.213067,4.0,187,12
speks,4.213263,4.0,140,11
qubit,4.213263,4.0,144,11
rokos,4.213263,4.0,168,12
quale,4.213263,4.0,188,13
weeny,4.213459,4.0,152,11
koses,4.213459,4.0,171,12
skies,4.213459,4.0,182,12
knees,4.213459,4.0,191,12
lappa,4.213655,4.0,134,12
dowed,4.213655,4.0,141,11
agamy,4.213655,4.0,152,11
foods,4.213655,4.0,157,11
ammos,4.213655,4.0,184,13
hilly,4.213851,4.0,141,11
icing,4.213851,4.0,151,11
hokey,4.213851,4.0,154,12
messy,4.213851,4.0,154,11
ydrad,4.213851,4.0,157,10
juris,4.213851,4.0,180,13
goose,4.213851,4.0,200,11
chevy,4.214047,4.0,120,11
abask,4.214047,4.0,153,11
lusks,4.214047,4.0,158,11
yarak,4.214047,4.0,164,12
flava,4.214244,4.0,128,12
chivy,4.214244,4.0,135,11
iodic,4.214244,4.0,170,12
loyal,4.214244,4.0,181,12
winky,4.214440,4.0,140,11
wells,4.214440,4.0,163,12
ferox,4.214440,4.0,166,12
gigot,4.214440,4.0,178,12
wakfs,4.214636,4.0,127,11
pinny,4.214636,4.0,145,11
axing,4.214636,4.0,168,12
comms,4.214636,4.0,171,13
ingan,4.214636,4.0,182,12
boomy,4.214832,4.0,115,10
fifth,4.214832,4.0,119,10
bambi,4.214832,4.0,130,10
majat,4.214832,4.0,136,11
gyved,4.214832,4.0,142,11
musky,4.214832,4.0,160,12
pepsi,4.214832,4.0,164,12
avast,4.214832,4.0,178,12
moror,4.215028,4.0,142,12
coxib,4.215028,4.0,149,12
tyiyn,4.215028,4.0,163,11
luaus,4.215028,4.0,186,13
tatou,4.215028,4.0,187,12
graff,4.215225,4.0,129,11
rishi,4.215225,4.0,155,11
glugs,4.215225,4.0,164,11
nucin,4.215225,4.0,174,12
seels,4.215225,4.0,183,12
inane,4.215225,4.0,209,12
sakia,4.215421,4.0,180,12
didos,4.215421,4.0,195,13
wonky,4.215617,4.0,142,11
dibbs,4.215617,4.0,151,12
sunks,4.215617,4.0,159,11
jobes,4.215617,4.0,173,11
snush,4.215617,4.0,175,11
ignis,4.215617,4.0,178,12
pudus,4.215813,4.0,142,11
wulls,4.215813,4.0,148,11
rully,4.215813,4.0,168,11
mahwa,4.216009,4.0,112,9
tufts,4.216009,4.0,152,11
looks,4.216009,4.0,176,12
soaks,4.216009,4.0,180,12
boxes,4.216009,4.0,184,11
cocas,4.216009,4.0,205,13
jumbo,4.216206,4.0,120,11
rubus,4.216206,4.0,144,11
bosky,4.216206,4.0,157,11
lotto,4.216206,4.0,157,11
alway,4.216206,4.0,158,11
outta,4.216206,4.0,184,12
wicky,4.216402,4.0,126,10
cluck,4.216402,4.0,138,12
swigs,4.216402,4.0,145,10
barby,4.216402,4.0,146,11
rymme,4.216402,4.0,146,11
sabzi,4.216402,4.0,168,11
gajos,4.216402,4.0,194,12
adzes,4.216402,4.0,197,12
souse,4.216402,4.0,200,12
pulpy,4.216598,4.0,139,11
minny,4.216598,4.0,145,11
rewax,4.216598,4.0,149,11
niqab,4.216598,4.0,164,11
cohoe,4.216598,4.0,170,12
alloy,4.216598,4.0,186,12
annus,4.216598,4.0,202,12
thawt,4.216794,4.0,132,10
purry,4.216794,4.0,144,11
vibey,4.216794,4.0,157,11
hodad,4.216794,4.0,162,10
zarda,4.216794,4.0,164,12
gimme,4.216990,4.0,159,12
ennog,4.216990,4.0,176,12
peevo,4.217187,4.0,146,12
rotto,4.217187,4.0,149,11
expos,4.217187,4.0,160,12
joker,4.217187,4.0,168,13
lossy,4.217187,4.0,182,12
nakas,4.217187,4.0,198,12
askoi,4.217187,4.0,208,13
barra,4.217383,4.0,143,11
mihis,4.217383,4.0,147,12
bagua,4.217383,4.0,159,11
kyudo,4.217383,4.0,171,10
imams,4.217383,4.0,186,13
ibrik,4.217579,4.0,131,11
middy,4.217579,4.0,132,10
cabob,4.217579,4.0,154,12
fixed,4.217579,4.0,155,11
fieri,4.217579,4.0,156,11
annum,4.217579,4.0,163,12
gobos,4.217579,4.0,166,11
fauna,4.217579,4.0,177,12
jacal,4.217775,4.0,141,13
yewen,4.217775,4.0,145,11
cycle,4.217775,4.0,154,12
hadji,4.217775,4.0,154,11
gilly,4.217775,4.0,164,11
burbs,4.217971,4.0,152,12
skeds,4.217971,4.0,152,11
kumys,4.217971,4.0,156,12
ofuro,4.217971,4.0,156,12
hided,4.217971,4.0,160,12
pooay,4.217971,4.0,168,11
nutty,4.217971,4.0,170,11
aliya,4.217971,4.0,195,12
cosec,4.217971,4.0,196,13
fehme,4.218168,4.0,124,11
askar,4.218168,4.0,166,13
ngoni,4.218168,4.0,176,11
oxims,4.218168,4.0,182,13
ajies,4.218168,4.0,215,13
takht,4.218364,4.0,129,11
haded,4.218364,4.0,161,11
bunns,4.218364,4.0,163,11
foxed,4.218560,4.0,155,11
sense,4.218560,4.0,183,11
oasis,4.218560,4.0,206,12
flaxy,4.218756,4.0,137,12
reefy,4.218756,4.0,153,12
homme,4.218756,4.0,163,12
agaty,4.218756,4.0,172,12
basij,4.218756,4.0,177,12
luxes,4.218756,4.0,209,13
skeps,4.218952,4.0,144,11
ippon,4.218952,4.0,161,12
migma,4.218952,4.0,161,11
sully,4.218952,4.0,168,11
tanna,4.218952,4.0,179,11
jimpy,4.219149,4.0,117,11
eiked,4.219149,4.0,166,12
waacs,4.219149,4.0,170,12
selle,4.219149,4.0,185,12
aixes,4.219149,4.0,221,13
musks,4.219541,4.0,122,12
poddy,4.219541,4.0,130,10
phish,4.219541,4.0,138,11
cruck,4.219541,4.0,140,12
hejab,4.219541,4.0,140,11
massy,4.219541,4.0,151,11
zincy,4.219541,4.0,160,12
bedye,4.219541,4.0,169,11
joust,4.219541,4.0,192,12
miggs,4.219737,4.0,153,12
toddy,4.219737,4.0,159,11
nonyl,4.219737,4.0,163,12
fanon,4.219737,4.0,166,12
tunny,4.219737,4.0,172,11
jaker,4.219737,4.0,176,13
mollo,4.219933,4.0,143,12
minxy,4.219933,4.0,145,11
pikis,4.219933,4.0,148,12
kurre,4.219933,4.0,166,12
gazed,4.219933,4.0,176,11
maggs,4.220129,4.0,152,12
aymag,4.220129,4.0,153,10
sowse,4.220129,4.0,168,11
atigi,4.220129,4.0,179,11
griff,4.220326,4.0,132,10
exurb,4.220326,4.0,158,11
sonny,4.220326,4.0,183,11
layby,4.220522,4.0,137,12
kaval,4.220522,4.0,142,13
mooks,4.220522,4.0,152,13
pooey,4.220522,4.0,155,11
wizen,4.220522,4.0,163,11
allan,4.220522,4.0,175,12
xysti,4.220718,4.0,154,11
waxer,4.220718,4.0,158,12
sysop,4.220718,4.0,159,10
faqir,4.220718,4.0,176,12
pupas,4.220718,4.0,179,12
qaids,4.220718,4.0,207,13
pinup,4.220914,4.0,154,12
evade,4.220914,4.0,163,12
runny,4.220914,4.0,166,12
cavas,4.220914,4.0,168,13
qipao,4.220914,4.0,171,11
kloof,4.221110,4.0,125,12
buxom,4.221110,4.0,128,11
papal,4.221110,4.0,138,12
rusks,4.221110,4.0,155,11
exing,4.221110,4.0,164,12
winns,4.221110,4.0,169,11
oxide,4.221110,4.0,193,11
weeis,4.221110,4.0,194,12
apayd,4.221307,4.0,152,11
ydred,4.221307,4.0,161,11
gulag,4.221307,4.0,167,11
fosse,4.221307,4.0,171,11
emeus,4.221307,4.0,184,13
hotty,4.221503,4.0,145,10
mossy,4.221503,4.0,159,11
jerks,4.221503,4.0,167,12
mohos,4.221503,4.0,171,12
agger,4.221503,4.0,181,12
mokos,4.221699,4.0,152,13
towze,4.221699,4.0,153,11
coach,4.221699,4.0,164,12
reerd,4.221699,4.0,176,11
teste,4.221699,4.0,179,12
going,4.221699,4.0,181,11
duxes,4.221699,4.0,196,12
fuzil,4.221895,4.0,148,12
ginge,4.221895,4.0,169,12
vichy,4.222091,4.0,139,12
vacas,4.222091,4.0,168,13
jumps,4.222288,4.0,124,12
pommy,4.222288,4.0,125,10
nappy,4.222288,4.0,148,11
dully,4.222288,4.0,167,12
okole,4.222288,4.0,171,12
serer,4.222288,4.0,188,11
oxids,4.222288,4.0,194,13
blaff,4.222484,4.0,114,11
skrik,4.222484,4.0,141,12
ofays,4.222484,4.0,188,12
quiet,4.222484,4.0,198,12
poofs,4.222680,4.0,149,11
dryly,4.222680,4.0,152,11
adaws,4.222680,4.0,159,11
suhur,4.222680,4.0,160,10
gelly,4.222680,4.0,176,11
yowie,4.222680,4.0,177,11
myopy,4.222876,4.0,122,10
sills,4.222876,4.0,161,11
booai,4.222876,4.0,182,11
gazes,4.222876,4.0,186,12
nudzh,4.223072,4.0,129,10
froyo,4.223072,4.0,141,11
rummy,4.223072,4.0,141,11
talaq,4.223072,4.0,158,11
gushy,4.223072,4.0,172,11
yampy,4.223269,4.0,128,11
marma,4.223269,4.0,150,13
salal,4.223269,4.0,159,12
gaddi,4.223269,4.0,169,11
coyly,4.223465,4.0,149,12
nalla,4.223465,4.0,175,12
akees,4.223465,4.0,192,13
alapa,4.223661,4.0,141,12
popia,4.223661,4.0,174,12
yowsa,4.223661,4.0,198,11
nioza,4.223661,4.0,205,12
remex,4.223857,4.0,153,12
socks,4.223857,4.0,159,12
idyll,4.223857,4.0,160,12
skeef,4.224053,4.0,133,11
riffs,4.224053,4.0,149,11
boutu,4.224053,4.0,153,11
attar,4.224053,4.0,165,12
wheys,4.224053,4.0,165,10
zikrs,4.224053,4.0,171,13
swabs,4.224250,4.0,135,10
faxed,4.224250,4.0,155,11
jihad,4.224250,4.0,162,12
hobos,4.224250,4.0,163,11
feely,4.224250,4.0,167,12
gyves,4.224250,4.0,174,11
sedes,4.224250,4.0,184,11
poboy,4.224446,4.0,124,10
moppy,4.224446,4.0,127,10
kerve,4.224446,4.0,144,12
dodge,4.224446,4.0,175,11
jubas,4.224642,4.0,160,12
johns,4.224642,4.0,169,11
gings,4.224642,4.0,180,12
serre,4.224642,4.0,190,11
yarer,4.224642,4.0,197,12
javel,4.224838,4.0,149,13
leccy,4.224838,4.0,163,13
dreed,4.224838,4.0,165,12
jupes,4.224838,4.0,165,12
yokeg,4.224838,4.0,166,11
gurge,4.224838,4.0,173,11
quist,4.224838,4.0,195,12
yeeds,4.224838,4.0,195,11
emove,4.225034,4.0,145,13
mudim,4.225034,4.0,155,12
ngaka,4.225034,4.0,157,11
revue,4.225034,4.0,184,12
visit,4.225231,4.0,161,12
river,4.225231,4.0,171,11
oleyl,4.225231,4.0,173,12
vatje,4.225427,4.0,148,12
kells,4.225427,4.0,179,13
typey,4.225623,4.0,131,10
ponzu,4.225623,4.0,165,12
pupae,4.225623,4.0,166,11
skeos,4.225623,4.0,178,12
muxes,4.225623,4.0,181,13
avian,4.225623,4.0,195,12
oxine,4.225623,4.0,198,12
alaap,4.225819,4.0,144,12
ghees,4.225819,4.0,201,11
boxty,4.226015,4.0,135,10
hewed,4.226015,4.0,146,10
raver,4.226015,4.0,176,12
benny,4.226211,4.0,144,11
sawah,4.226211,4.0,152,10
coofs,4.226211,4.0,168,12
venue,4.226211,4.0,170,12
undue,4.226211,4.0,177,11
dippy,4.226408,4.0,136,11
erevs,4.226408,4.0,181,12
toque,4.226408,4.0,184,12
kilig,4.226604,4.0,148,11
hykes,4.226604,4.0,168,11
senes,4.226604,4.0,197,11
footy,4.226800,4.0,138,11
eggar,4.226800,4.0,178,12
ejido,4.226800,4.0,187,12
aguna,4.226800,4.0,202,12
oddly,4.226996,4.0,145,12
tikia,4.226996,4.0,173,12
zymic,4.227192,4.0,130,11
doyly,4.227192,4.0,159,12
mooey,4.227192,4.0,170,12
yucks,4.227192,4.0,171,12
axion,4.227192,4.0,202,12
fazed,4.227389,4.0,155,11
abbed,4.227389,4.0,163,10
tummy,4.227585,4.0,139,11
motto,4.227585,4.0,144,12
karks,4.227585,4.0,164,13
renne,4.227585,4.0,178,11
ashes,4.227585,4.0,181,11
ytost,4.227585,4.0,181,11
mayas,4.227585,4.0,182,12
esker,4.227585,4.0,185,13
gongs,4.227585,4.0,192,12
anion,4.227585,4.0,212,12
swobs,4.227781,4.0,137,10
fever,4.227781,4.0,141,12
swags,4.227781,4.0,154,10
beefs,4.227781,4.0,160,11
unmix,4.227781,4.0,164,12
laggy,4.227781,4.0,165,12
gunky,4.227781,4.0,167,11
equal,4.227781,4.0,177,12
commy,4.227977,4.0,131,11
belle,4.227977,4.0,153,11
shaka,4.227977,4.0,156,11
rover,4.227977,4.0,165,12
aggri,4.227977,4.0,176,12
quail,4.227977,4.0,195,13
pyxed,4.228173,4.0,131,10
imshi,4.228173,4.0,133,12
tepee,4.228173,4.0,139,11
bimbo,4.228173,4.0,141,11
roofy,4.228173,4.0,142,11
buded,4.228173,4.0,163,11
dered,4.228173,4.0,181,12
semes,4.228173,4.0,184,12
axoid,4.228173,4.0,199,12
cuzes,4.228173,4.0,200,13
bundu,4.228370,4.0,131,11
woods,4.228370,4.0,153,11
mazey,4.228370,4.0,158,12
feebs,4.228370,4.0,159,11
igged,4.228370,4.0,164,11
wawls,4.228566,4.0,155,12
raggy,4.228566,4.0,157,11
teaze,4.228566,4.0,172,12
bayas,4.228566,4.0,173,11
maums,4.228566,4.0,186,13
whiss,4.228762,4.0,146,10
dusks,4.228762,4.0,150,10
lemel,4.228762,4.0,168,13
shoji,4.228762,4.0,172,11
apays,4.228762,4.0,181,11
bajus,4.228958,4.0,159,12
kliks,4.228958,4.0,162,12
cache,4.228958,4.0,165,12
heyed,4.228958,4.0,172,10
azure,4.228958,4.0,215,13
fatty,4.229154,4.0,148,11
inbox,4.229154,4.0,156,11
trooz,4.229154,4.0,156,12
pogge,4.229154,4.0,158,11
potto,4.229351,4.0,144,11
neddy,4.229351,4.0,168,11
vanga,4.229351,4.0,168,12
vitta,4.229351,4.0,179,12
oxies,4.229351,4.0,208,13
gawky,4.229547,4.0,134,10
butty,4.229547,4.0,142,10
augur,4.229547,4.0,170,12
lummy,4.229743,4.0,145,12
fubsy,4.229743,4.0,158,11
tassa,4.229743,4.0,179,11
sniff,4.229939,4.0,140,11
faded,4.229939,4.0,152,11
zurfs,4.229939,4.0,152,12
reddy,4.229939,4.0,156,11
debud,4.229939,4.0,161,11
xrays,4.229939,4.0,168,12
cissy,4.229939,4.0,170,12
lysol,4.229939,4.0,180,12
welke,4.230135,4.0,148,12
zerks,4.230135,4.0,175,12
quila,4.230135,4.0,198,13
enfix,4.230332,4.0,137,12
wally,4.230332,4.0,156,11
zygal,4.230332,4.0,160,12
quoth,4.230332,4.0,163,12
jinks,4.230332,4.0,171,12
onmun,4.230332,4.0,173,12
squid,4.230332,4.0,175,10
bappu,4.230528,4.0,128,11
matza,4.230528,4.0,141,12
abjud,4.230528,4.0,144,11
fryer,4.230528,4.0,147,11
noddy,4.230528,4.0,159,10
ollav,4.230528,4.0,166,12
eensy,4.230528,4.0,195,12
rufus,4.230724,4.0,144,11
shows,4.230724,4.0,146,10
kokra,4.230724,4.0,172,13
shiai,4.230724,4.0,192,11
setts,4.230920,4.0,163,11
alata,4.230920,4.0,165,12
feyer,4.230920,4.0,166,11
villa,4.230920,4.0,179,12
tauty,4.230920,4.0,184,11
myrrh,4.231116,4.0,137,10
waxed,4.231116,4.0,146,11
attap,4.231116,4.0,151,11
sluff,4.231313,4.0,133,11
gadge,4.231313,4.0,165,11
rafiq,4.231313,4.0,172,12
yabas,4.231313,4.0,173,11
saves,4.231313,4.0,178,12
uncus,4.231313,4.0,178,12
wagyu,4.231509,4.0,162,10
mofos,4.231509,4.0,163,12
chaco,4.231509,4.0,164,12
akses,4.231509,4.0,174,12
gojis,4.231509,4.0,196,11
aidoi,4.231509,4.0,205,12
curch,4.231705,4.0,155,11
pooks,4.231705,4.0,161,12
regur,4.231705,4.0,205,12
begob,4.231901,4.0,167,11
neves,4.231901,4.0,197,12
mambu,4.232097,4.0,138,12
mucic,4.232097,4.0,151,13
emoji,4.232097,4.0,154,13
cohos,4.232097,4.0,177,12
judos,4.232097,4.0,182,11
nooks,4.232097,4.0,185,12
dudes,4.232097,4.0,201,12
cohog,4.232294,4.0,138,11
typps,4.232294,4.0,141,10
goomy,4.232294,4.0,149,10
ruddy,4.232294,4.0,160,10
swish,4.232490,4.0,144,10
loggy,4.232490,4.0,150,10
gonof,4.232490,4.0,153,11
fakey,4.232490,4.0,154,12
hoach,4.232490,4.0,164,12
nazar,4.232490,4.0,181,12
worry,4.232686,4.0,138,10
hohed,4.232686,4.0,176,11
adoze,4.232686,4.0,190,11
axiom,4.232686,4.0,197,13
stymy,4.232882,4.0,115,10
lobby,4.233078,4.0,126,10
erses,4.233078,4.0,182,12
okays,4.233078,4.0,200,12
zoeas,4.233078,4.0,215,13
vehme,4.233274,4.0,121,12
tabby,4.233274,4.0,146,10
breer,4.233274,4.0,153,12
boohs,4.233274,4.0,168,11
gangs,4.233274,4.0,189,12
hyrax,4.233471,4.0,151,11
pavas,4.233471,4.0,159,12
jawns,4.233471,4.0,166,11
eevns,4.233471,4.0,183,12
syeds,4.233471,4.0,188,11
oidia,4.233471,4.0,195,11
kotow,4.233667,4.0,127,11
piccy,4.233667,4.0,135,11
skivy,4.233667,4.0,141,11
noggs,4.233667,4.0,188,12
cheek,4.233863,4.0,136,12
braza,4.233863,4.0,147,12
socko,4.233863,4.0,163,12
vadas,4.233863,4.0,172,12
soots,4.233863,4.0,181,11
ariki,4.233863,4.0,182,13
mumbo,4.234059,4.0,133,11
bully,4.234059,4.0,145,11
gammy,4.234059,4.0,147,10
jowls,4.234059,4.0,158,11
achoo,4.234059,4.0,160,12
urari,4.234059,4.0,207,12
bammy,4.234255,4.0,130,10
pujah,4.234255,4.0,138,11
shaws,4.234255,4.0,147,10
dooks,4.234255,4.0,170,12
syces,4.234255,4.0,174,11
veeps,4.234255,4.0,174,12
eleet,4.234255,4.0,178,12
paddy,4.234452,4.0,133,11
bajra,4.234452,4.0,141,12
swash,4.234452,4.0,148,10
skags,4.234452,4.0,150,11
wanze,4.234452,4.0,164,11
helly,4.234452,4.0,167,12
beaux,4.234452,4.0,173,12
skios,4.234452,4.0,181,12
sooey,4.234452,4.0,194,11
skull,4.234648,4.0,160,11
noncy,4.234648,4.0,168,12
smees,4.234648,4.0,178,12
goxes,4.234648,4.0,203,11
mumph,4.234844,4.0,113,11
makaf,4.234844,4.0,117,10
dappy,4.234844,4.0,136,11
folly,4.234844,4.0,143,12
japan,4.234844,4.0,147,11
kipps,4.234844,4.0,148,12
deled,4.234844,4.0,165,13
seems,4.234844,4.0,183,12
hajes,4.234844,4.0,186,12
boody,4.235040,4.0,142,10
tappa,4.235040,4.0,146,11
verra,4.235040,4.0,184,12
firry,4.235236,4.0,148,11
hasks,4.235236,4.0,149,11
dadla,4.235236,4.0,157,13
funky,4.235433,4.0,141,12
tests,4.235433,4.0,164,11
gayly,4.235433,4.0,165,12
nully,4.235433,4.0,170,12
jucos,4.235433,4.0,188,13
sugos,4.235433,4.0,190,11
tomoz,4.235629,4.0,137,12
bazar,4.235629,4.0,146,12
vigil,4.235629,4.0,151,12
yukes,4.235629,4.0,203,12
whoop,4.235825,4.0,127,10
scifi,4.235825,4.0,149,11
teddy,4.235825,4.0,169,11
texes,4.235825,4.0,180,12
boabs,4.236021,4.0,191,12
ptype,4.236217,4.0,135,11
bassy,4.236217,4.0,160,11
vases,4.236217,4.0,174,12
quite,4.236217,4.0,193,12
cwtch,4.236414,4.0,98,10
furze,4.236414,4.0,158,11
reded,4.236414,4.0,169,11
vells,4.236414,4.0,183,12
shchi,4.236610,4.0,137,11
toffs,4.236806,4.0,156,11
dzhos,4.236806,4.0,167,11
steez,4.236806,4.0,170,11
seeps,4.236806,4.0,177,11
evens,4.236806,4.0,181,12
brere,4.237002,4.0,154,11
bohos,4.237002,4.0,167,11
reeky,4.237002,4.0,167,12
happi,4.237198,4.0,147,11
voxel,4.237198,4.0,165,13
vises,4.237198,4.0,179,12
cisco,4.237198,4.0,191,13
vitex,4.237395,4.0,156,12
gully,4.237395,4.0,162,11
pauxi,4.237395,4.0,165,12
gurus,4.237395,4.0,174,12
juice,4.237395,4.0,177,13
zesty,4.237395,4.0,180,11
desse,4.237395,4.0,186,11
woops,4.237591,4.0,157,11
zaman,4.237591,4.0,169,11
undid,4.237591,4.0,172,11
eyrir,4.237591,4.0,186,11
halal,4.237787,4.0,156,12
haika,4.237787,4.0,171,11
faxes,4.237787,4.0,180,12
bobas,4.237787,4.0,188,12
yells,4.237787,4.0,198,12
caddy,4.237983,4.0,161,11
kuyas,4.237983,4.0,204,12
nakfa,4.238179,4.0,147,12
oopsy,4.238179,4.0,172,10
bilby,4.238376,4.0,142,11
genny,4.238376,4.0,168,11
nigga,4.238376,4.0,185,12
valli,4.238768,4.0,179,13
ginga,4.238768,4.0,185,12
azido,4.238768,4.0,201,12
dawed,4.238964,4.0,152,11
scyes,4.238964,4.0,171,11
baozi,4.238964,4.0,179,12
omiai,4.238964,4.0,183,12
babes,4.238964,4.0,188,12
quest,4.238964,4.0,212,12
choof,4.239160,4.0,128,11
hunch,4.239160,4.0,141,11
qapik,4.239160,4.0,141,12
cynic,4.239160,4.0,164,12
zawns,4.239160,4.0,172,11
scaff,4.239356,4.0,141,11
adrad,4.239356,4.0,168,12
titir,4.239356,4.0,168,12
gaged,4.239356,4.0,179,11
humph,4.239553,4.0,110,11
appal,4.239553,4.0,141,12
morro,4.239553,4.0,152,11
sippy,4.239553,4.0,155,11
ebike,4.239553,4.0,159,12
iddah,4.239553,4.0,160,10
nouns,4.239553,4.0,210,12
fisks,4.239749,4.0,130,11
nippy,4.239749,4.0,148,11
busky,4.239749,4.0,168,11
yitie,4.239749,4.0,186,11
quota,4.239749,4.0,190,12
areae,4.239749,4.0,208,12
knack,4.239945,4.0,151,12
sammy,4.239945,4.0,153,11
mucus,4.239945,4.0,165,13
oggin,4.239945,4.0,179,11
jawed,4.240141,4.0,149,11
unkut,4.240141,4.0,155,11
teffs,4.240141,4.0,169,12
exuls,4.240141,4.0,199,12
spiff,4.240337,4.0,130,10
samas,4.240337,4.0,168,12
stats,4.240337,4.0,172,11
fuses,4.240337,4.0,173,11
qanat,4.240337,4.0,185,11
syphs,4.240534,4.0,127,10
poohy,4.240534,4.0,135,11
kopje,4.240534,4.0,146,12
meses,4.240534,4.0,180,12
buaze,4.240534,4.0,183,12
tetes,4.240534,4.0,206,12
penne,4.240730,4.0,143,12
waded,4.240730,4.0,152,11
fifer,4.240730,4.0,175,12
exert,4.240926,4.0,167,12
vughs,4.241122,4.0,151,11
ended,4.241122,4.0,154,11
hully,4.241122,4.0,155,11
moove,4.241122,4.0,157,13
mormo,4.241318,4.0,143,12
ribby,4.241318,4.0,150,11
bocci,4.241318,4.0,151,12
ahuru,4.241318,4.0,165,12
reiki,4.241318,4.0,178,12
hajis,4.241318,4.0,193,12
raree,4.241318,4.0,197,12
bombs,4.241515,4.0,155,12
karzy,4.241515,4.0,160,12
kanji,4.241515,4.0,173,12
quote,4.241515,4.0,196,12
cusec,4.241515,4.0,202,13
vixen,4.241711,4.0,166,12
rakki,4.241711,4.0,167,12
aging,4.241711,4.0,179,12
zonks,4.241711,4.0,182,12
solos,4.241711,4.0,191,11
hoxes,4.241711,4.0,199,12
hakea,4.241907,4.0,160,12
skink,4.241907,4.0,161,11
joked,4.241907,4.0,166,12
euked,4.241907,4.0,181,11
panax,4.242103,4.0,151,11
zabra,4.242103,4.0,151,12
sappy,4.242103,4.0,157,10
quena,4.242103,4.0,197,12
hazes,4.242103,4.0,198,12
quean,4.242103,4.0,205,12
teets,4.242103,4.0,206,12
bifid,4.242299,4.0,125,10
rekey,4.242299,4.0,172,11
ossia,4.242299,4.0,190,12
ruffs,4.242496,4.0,147,11
askos,4.242496,4.0,187,12
bibes,4.242496,4.0,199,12
allee,4.242496,4.0,202,13
pumps,4.242692,4.0,143,12
cusum,4.242692,4.0,159,13
judge,4.242692,4.0,165,11
offer,4.242692,4.0,165,12
arras,4.242692,4.0,192,12
yandy,4.242888,4.0,175,12
deere,4.242888,4.0,183,11
soyas,4.242888,4.0,202,11
hijab,4.243084,4.0,147,11
pleep,4.243084,4.0,152,11
varix,4.243084,4.0,171,13
senex,4.243084,4.0,174,11
filly,4.243280,4.0,147,12
shwas,4.243280,4.0,152,10
lemme,4.243280,4.0,158,13
ghazi,4.243280,4.0,164,10
visas,4.243280,4.0,186,12
feyed,4.243477,4.0,166,11
yopos,4.243477,4.0,184,11
eject,4.243673,4.0,145,12
casas,4.243673,4.0,177,12
emmet,4.243869,4.0,136,11
pakua,4.243869,4.0,158,12
peple,4.243869,4.0,160,12
shews,4.243869,4.0,163,10
nyong,4.243869,4.0,166,11
hiois,4.243869,4.0,204,12
skogs,4.244065,4.0,159,11
ovoli,4.244065,4.0,163,12
agidi,4.244065,4.0,178,11
muruk,4.244261,4.0,139,12
bosks,4.244261,4.0,147,11
looky,4.244261,4.0,155,12
jacks,4.244261,4.0,158,13
skank,4.244261,4.0,170,11
squad,4.244261,4.0,184,11
heave,4.244458,4.0,165,12
zinke,4.244458,4.0,165,12
haafs,4.244458,4.0,168,11
winze,4.244458,4.0,173,11
hogos,4.244458,4.0,185,10
unaus,4.244458,4.0,209,12
enzym,4.244654,4.0,135,11
wooly,4.244654,4.0,149,12
hippo,4.244654,4.0,151,11
wowed,4.244654,4.0,152,11
mauzy,4.244654,4.0,165,12
mimsy,4.244654,4.0,169,12
chics,4.244654,4.0,173,12
jubes,4.244654,4.0,173,12
yoops,4.244654,4.0,186,11
zayin,4.244654,4.0,198,12
mumps,4.244850,4.0,144,12
nouja,4.244850,4.0,189,12
leaze,4.244850,4.0,190,13
issue,4.244850,4.0,205,12
lahal,4.245046,4.0,155,12
fuzed,4.245046,4.0,162,11
nyssa,4.245046,4.0,178,11
yogee,4.245046,4.0,194,11
veney,4.245242,4.0,155,11
koker,4.245242,4.0,178,13
keech,4.245438,4.0,139,12
thete,4.245438,4.0,151,11
diked,4.245438,4.0,159,12
gages,4.245438,4.0,201,12
gruff,4.245635,4.0,133,10
bumbo,4.245635,4.0,137,11
kacha,4.245635,4.0,138,12
povos,4.245635,4.0,155,11
annal,4.245635,4.0,178,13
annat,4.245635,4.0,190,11
vinic,4.245831,4.0,150,12
gnawn,4.245831,4.0,159,11
emcee,4.246027,4.0,133,13
bhaji,4.246027,4.0,142,11
duads,4.246027,4.0,204,12
pussy,4.246223,4.0,159,10
saddy,4.246223,4.0,165,11
capax,4.246419,4.0,135,11
batta,4.246419,4.0,150,11
krunk,4.246419,4.0,158,12
abyss,4.246419,4.0,164,11
ovoid,4.246616,4.0,170,11
vizor,4.246616,4.0,174,13
