opener,avg_guesses,median_guesses,fails,max_guesses
drips,3.965470,4.0,104,11
carpi,3.965470,4.0,106,12
mards,3.965470,4.0,107,12
harts,3.965470,4.0,108,11
cline,3.965470,4.0,127,12
teads,3.965470,4.0,139,11
toile,3.965470,4.0,146,11
irate,3.965470,4.0,149,11
flint,3.965666,4.0,96,11
perms,3.965666,4.0,101,11
crams,3.965666,4.0,110,12
feart,3.965666,4.0,111,11
cream,3.965666,4.0,115,12
decal,3.965666,4.0,117,12
citer,3.965666,4.0,132,12
salon,3.965666,4.0,134,11
proem,3.965862,4.0,90,12
spred,3.965862,4.0,91,10
lamps,3.965862,4.0,92,12
clams,3.965862,4.0,108,13
cried,3.965862,4.0,114,11
curat,3.965862,4.0,121,11
piler,3.965862,4.0,121,12
celts,3.965862,4.0,140,12
stamp,3.966058,4.0,78,10
sclim,3.966058,4.0,88,11
opter,3.966058,4.0,103,11
bants,3.966058,4.0,109,10
apron,3.966058,4.0,114,11
pesta,3.966058,4.0,114,11
lotic,3.966058,4.0,115,11
decan,3.966058,4.0,118,11
merls,3.966058,4.0,119,12
loden,3.966058,4.0,123,13
pilea,3.966058,4.0,126,11
laned,3.966058,4.0,128,11
clade,3.966058,4.0,133,12
liard,3.966058,4.0,139,11
rones,3.966058,4.0,139,11
netas,3.966058,4.0,142,11
orate,3.966058,4.0,144,11
latch,3.966255,4.0,85,11
scorp,3.966255,4.0,89,11
crome,3.966255,4.0,108,12
spait,3.966255,4.0,110,11
roted,3.966255,4.0,129,11
trois,3.966255,4.0,144,11
stoep,3.966451,4.0,101,10
pined,3.966451,4.0,103,10
rimed,3.966451,4.0,104,11
melon,3.966451,4.0,108,12
eclat,3.966451,4.0,117,11
sored,3.966451,4.0,126,11
redip,3.966647,4.0,103,10
smote,3.966647,4.0,108,11
grand,3.966647,4.0,110,10
dolce,3.966647,4.0,119,12
ontal,3.966647,4.0,120,11
olden,3.966647,4.0,121,11
cirls,3.966647,4.0,123,13
pries,3.966647,4.0,125,12
coled,3.966843,4.0,122,12
scale,3.966843,4.0,122,12
olent,3.966843,4.0,129,11
tarsi,3.966843,4.0,140,11
spare,3.967039,4.0,130,11
mirls,3.967236,4.0,110,13
cardi,3.967236,4.0,118,12
slier,3.967236,4.0,136,12
shtar,3.967432,4.0,94,9
molds,3.967432,4.0,98,11
merds,3.967432,4.0,102,11
birle,3.967432,4.0,103,11
taped,3.967432,4.0,103,10
earth,3.967432,4.0,105,11
lader,3.967432,4.0,114,12
saner,3.967432,4.0,138,10
tinea,3.967432,4.0,143,11
remap,3.967628,4.0,83,11
comet,3.967628,4.0,104,12
monte,3.967628,4.0,117,11
peola,3.967628,4.0,122,12
thrid,3.967824,4.0,93,10
dimer,3.967824,4.0,107,12
lepid,3.967824,4.0,108,11
targe,3.967824,4.0,110,10
manto,3.967824,4.0,114,11
cento,3.967824,4.0,131,11
sacre,3.967824,4.0,131,12
crein,3.967824,4.0,134,11
dorms,3.968020,4.0,96,12
rebit,3.968020,4.0,102,10
capri,3.968020,4.0,104,12
labne,3.968020,4.0,107,11
canti,3.968020,4.0,126,11
deils,3.968020,4.0,136,12
plies,3.968020,4.0,137,12
siren,3.968020,4.0,141,11
meath,3.968217,4.0,95,11
crips,3.968217,4.0,105,11
mated,3.968217,4.0,105,11
corps,3.968217,4.0,107,12
belts,3.968217,4.0,114,11
percs,3.968217,4.0,117,11
moals,3.968217,4.0,123,12
oilet,3.968217,4.0,145,12
pareo,3.968413,4.0,115,12
sired,3.968413,4.0,122,11
tomes,3.968413,4.0,123,12
naric,3.968413,4.0,124,12
morae,3.968413,4.0,129,12
recto,3.968413,4.0,136,11
corda,3.968609,4.0,115,11
tinds,3.968609,4.0,127,11
crons,3.968609,4.0,139,11
thole,3.968805,4.0,107,10
plute,3.968805,4.0,108,11
arith,3.968805,4.0,115,11
party,3.969001,4.0,94,10
spaer,3.969001,4.0,119,10
mores,3.969001,4.0,131,13
serin,3.969001,4.0,133,10
lanes,3.969001,4.0,151,12
menad,3.969198,4.0,108,11
spane,3.969198,4.0,112,10
sable,3.969198,4.0,113,11
loper,3.969198,4.0,115,12
thrae,3.969198,4.0,116,11
amrit,3.969198,4.0,117,12
actor,3.969198,4.0,118,12
molas,3.969198,4.0,124,12
tinas,3.969198,4.0,143,11
barns,3.969394,4.0,104,11
larns,3.969394,4.0,131,12
chirt,3.969590,4.0,100,11
netop,3.969590,4.0,103,11
coram,3.969590,4.0,105,12
lapis,3.969590,4.0,123,12
dinar,3.969590,4.0,127,11
clons,3.969590,4.0,129,12
acorn,3.969590,4.0,131,11
neram,3.969786,4.0,105,11
macro,3.969786,4.0,107,12
adret,3.969786,4.0,117,11
drest,3.969786,4.0,120,11
ropes,3.969786,4.0,124,11
enlit,3.969786,4.0,127,11
rails,3.969786,4.0,144,11
blame,3.969982,4.0,90,12
chard,3.969982,4.0,91,10
resam,3.969982,4.0,107,12
laths,3.969982,4.0,108,11
pelon,3.969982,4.0,109,11
claut,3.969982,4.0,118,12
sutra,3.969982,4.0,121,11
lidar,3.969982,4.0,122,12
palis,3.969982,4.0,123,12
almes,3.969982,4.0,126,13
slaid,3.969982,4.0,129,12
neist,3.969982,4.0,142,11
dempt,3.970179,4.0,67,10
blind,3.970179,4.0,88,10
scrip,3.970179,4.0,90,11
steam,3.970179,4.0,107,11
gilts,3.970179,4.0,111,11
morin,3.970179,4.0,117,12
solde,3.970179,4.0,126,12
nacre,3.970179,4.0,137,12
stomp,3.970375,4.0,74,10
barms,3.970375,4.0,88,12
notam,3.970375,4.0,109,11
tomin,3.970375,4.0,109,11
comer,3.970375,4.0,116,13
alder,3.970375,4.0,121,12
neals,3.970375,4.0,152,12
barde,3.970571,4.0,91,10
demit,3.970571,4.0,106,10
dalis,3.970571,4.0,131,12
melds,3.970767,4.0,103,12
capul,3.970767,4.0,106,12
blear,3.970767,4.0,108,12
mesal,3.970767,4.0,115,13
toric,3.970767,4.0,118,12
spier,3.970767,4.0,120,11
moler,3.970767,4.0,123,13
sedan,3.970767,4.0,124,10
times,3.970767,4.0,126,12
leaps,3.970767,4.0,133,12
glits,3.970963,4.0,113,11
dault,3.970963,4.0,114,11
cadet,3.970963,4.0,116,11
mento,3.970963,4.0,117,11
prose,3.970963,4.0,117,11
cored,3.970963,4.0,131,12
inter,3.970963,4.0,135,11
epact,3.971160,4.0,100,11
clops,3.971160,4.0,115,11
loped,3.971160,4.0,120,12
praos,3.971160,4.0,120,12
stipe,3.971356,4.0,109,10
snoep,3.971356,4.0,111,10
liman,3.971356,4.0,112,11
crime,3.971356,4.0,114,12
beats,3.971356,4.0,125,11
tuple,3.971552,4.0,107,11
fract,3.971748,4.0,91,11
pluto,3.971748,4.0,95,10
moted,3.971748,4.0,109,11
helot,3.971748,4.0,110,10
stend,3.971748,4.0,117,10
arced,3.971748,4.0,133,11
stern,3.971748,4.0,133,10
diels,3.971748,4.0,136,12
conte,3.971748,4.0,137,11
bints,3.971944,4.0,104,11
damns,3.971944,4.0,105,11
milds,3.971944,4.0,111,11
coral,3.971944,4.0,125,12
mates,3.971944,4.0,131,12
learn,3.971944,4.0,145,12
clang,3.972140,4.0,100,11
nopal,3.972140,4.0,107,11
octal,3.972140,4.0,114,11
minor,3.972140,4.0,116,12
toned,3.972140,4.0,133,11
nites,3.972140,4.0,151,11
slump,3.972337,4.0,65,10
smite,3.972337,4.0,109,11
sapor,3.972337,4.0,112,11
coned,3.972337,4.0,115,11
cards,3.972337,4.0,117,12
alcid,3.972337,4.0,123,11
coder,3.972337,4.0,124,12
lames,3.972337,4.0,124,13
slide,3.972337,4.0,130,11
roist,3.972337,4.0,148,11
balti,3.972533,4.0,109,11
misal,3.972533,4.0,111,12
grats,3.972533,4.0,112,10
prems,3.972729,4.0,90,11
abort,3.972729,4.0,111,11
saunt,3.972729,4.0,135,11
rosit,3.972729,4.0,141,11
temps,3.972925,4.0,83,11
barps,3.972925,4.0,84,11
craft,3.972925,4.0,93,11
sopra,3.972925,4.0,108,11
frate,3.972925,4.0,114,11
motes,3.972925,4.0,124,12
stain,3.972925,4.0,124,10
lunts,3.972925,4.0,132,11
raine,3.972925,4.0,155,11
poult,3.973121,4.0,95,11
blets,3.973121,4.0,112,10
simar,3.973121,4.0,118,11
speil,3.973121,4.0,118,10
lipas,3.973121,4.0,120,11
gloat,3.973121,4.0,125,11
loran,3.973121,4.0,137,12
march,3.973318,4.0,82,12
torah,3.973318,4.0,112,11
piend,3.973318,4.0,113,11
enact,3.973318,4.0,126,11
lades,3.973318,4.0,141,12
torch,3.973514,4.0,94,10
pride,3.973514,4.0,103,10
culpa,3.973514,4.0,104,11
nmols,3.973514,4.0,108,12
abnet,3.973514,4.0,110,10
monad,3.973514,4.0,111,10
blare,3.973514,4.0,121,11
ramie,3.973514,4.0,121,12
maire,3.973514,4.0,123,13
recti,3.973514,4.0,126,11
ancle,3.973514,4.0,128,12
neral,3.973514,4.0,129,11
stone,3.973514,4.0,129,10
panes,3.973514,4.0,132,12
arles,3.973514,4.0,151,12
proms,3.973710,4.0,85,11
demot,3.973710,4.0,111,10
coden,3.973710,4.0,112,11
spial,3.973710,4.0,116,11
proas,3.973710,4.0,119,11
renal,3.973710,4.0,123,11
drice,3.973710,4.0,125,11
rapes,3.973710,4.0,126,11
recon,3.973710,4.0,128,11
snare,3.973710,4.0,146,11
chapt,3.973906,4.0,75,10
pring,3.973906,4.0,91,11
adrip,3.973906,4.0,101,11
bolts,3.973906,4.0,106,10
point,3.973906,4.0,114,11
clads,3.973906,4.0,123,12
intel,3.973906,4.0,129,11
ariel,3.973906,4.0,141,13
scrim,3.974102,4.0,87,12
ample,3.974102,4.0,90,11
tonic,3.974102,4.0,121,11
poset,3.974102,4.0,127,11
salic,3.974102,4.0,129,12
cedar,3.974102,4.0,130,12
raced,3.974102,4.0,130,11
taces,3.974102,4.0,148,12
shalm,3.974299,4.0,72,11
comal,3.974299,4.0,108,12
crops,3.974299,4.0,109,11
monal,3.974299,4.0,117,11
speal,3.974299,4.0,119,10
miner,3.974299,4.0,124,12
moers,3.974299,4.0,125,13
scail,3.974299,4.0,125,12
runts,3.974299,4.0,126,10
limes,3.974299,4.0,139,13
plage,3.974495,4.0,98,11
bared,3.974495,4.0,107,11
micra,3.974495,4.0,108,12
lomed,3.974495,4.0,119,12
actin,3.974495,4.0,122,11
sider,3.974495,4.0,122,10
piers,3.974495,4.0,127,12
score,3.974495,4.0,133,12
corns,3.974495,4.0,137,12
brith,3.974691,4.0,86,10
pical,3.974691,4.0,106,12
dials,3.974691,4.0,132,12
curet,3.974691,4.0,135,12
laids,3.974691,4.0,140,12
clump,3.974887,4.0,71,11
sharp,3.974887,4.0,80,10
baton,3.974887,4.0,107,10
monde,3.974887,4.0,107,11
plods,3.974887,4.0,112,11
pilon,3.974887,4.0,114,11
anted,3.974887,4.0,128,11
nerol,3.974887,4.0,129,11
sloid,3.974887,4.0,133,12
darbs,3.975083,4.0,92,11
platy,3.975083,4.0,96,10
lotah,3.975083,4.0,112,10
arnut,3.975083,4.0,130,11
talus,3.975083,4.0,130,12
stope,3.975280,4.0,108,10
lemon,3.975280,4.0,113,12
bairn,3.975280,4.0,114,11
timon,3.975280,4.0,115,11
stied,3.975280,4.0,118,10
loath,3.975280,4.0,120,11
intra,3.975280,4.0,135,11
mbret,3.975476,4.0,84,11
wrapt,3.975476,4.0,89,10
praty,3.975476,4.0,96,10
biled,3.975476,4.0,111,11
pecan,3.975476,4.0,114,11
pinot,3.975476,4.0,114,11
tauld,3.975476,4.0,122,11
malis,3.975476,4.0,125,13
oncet,3.975476,4.0,126,11
caste,3.975476,4.0,134,12
olate,3.975476,4.0,145,11
lares,3.975476,4.0,150,12
nears,3.975476,4.0,150,12
psalm,3.975672,4.0,89,12
slang,3.975672,4.0,110,10
clout,3.975672,4.0,117,11
tapis,3.975672,4.0,126,11
sined,3.975672,4.0,138,10
rimon,3.975868,4.0,111,11
thali,3.975868,4.0,112,11
ictal,3.975868,4.0,114,12
great,3.975868,4.0,124,10
minar,3.975868,4.0,125,12
peris,3.975868,4.0,127,11
canst,3.975868,4.0,128,11
turns,3.975868,4.0,129,10
mites,3.975868,4.0,134,12
urent,3.975868,4.0,134,10
soler,3.975868,4.0,139,12
blots,3.976064,4.0,111,10
dance,3.976064,4.0,115,11
diact,3.976064,4.0,123,12
rimae,3.976064,4.0,123,12
rince,3.976064,4.0,128,11
topes,3.976064,4.0,129,11
sonce,3.976064,4.0,134,11
lunet,3.976064,4.0,144,12
liane,3.976064,4.0,154,12
splog,3.976261,4.0,86,10
prong,3.976261,4.0,87,11
borne,3.976261,4.0,108,11
comte,3.976261,4.0,108,12
hotel,3.976261,4.0,111,11
inapt,3.976261,4.0,112,11
filet,3.976261,4.0,113,11
mitas,3.976261,4.0,127,12
slice,3.976261,4.0,128,11
lears,3.976261,4.0,150,13
birth,3.976457,4.0,84,10
melba,3.976457,4.0,85,12
thars,3.976457,4.0,107,11
cimar,3.976457,4.0,108,13
maist,3.976457,4.0,123,12
tased,3.976457,4.0,125,11
crout,3.976457,4.0,127,12
moles,3.976457,4.0,137,13
rains,3.976457,4.0,145,11
romps,3.976653,4.0,83,11
impel,3.976653,4.0,89,12
blunt,3.976653,4.0,92,10
moble,3.976653,4.0,92,11
namer,3.976653,4.0,110,12
spina,3.976653,4.0,111,10
hints,3.976653,4.0,120,11
andro,3.976653,4.0,129,11
reads,3.976653,4.0,141,11
rotch,3.976849,4.0,87,10
pling,3.976849,4.0,89,11
moult,3.976849,4.0,104,11
orbat,3.976849,4.0,112,10
nerds,3.976849,4.0,126,11
retia,3.976849,4.0,146,11
alien,3.976849,4.0,156,12
named,3.977045,4.0,101,11
glent,3.977045,4.0,105,11
creps,3.977045,4.0,109,11
rotis,3.977045,4.0,149,11
prima,3.977242,4.0,95,12
throe,3.977242,4.0,109,11
sepad,3.977242,4.0,115,10
morns,3.977242,4.0,121,12
lapse,3.977242,4.0,126,12
balms,3.977438,4.0,83,12
ranch,3.977438,4.0,94,11
north,3.977438,4.0,98,10
space,3.977438,4.0,102,11
trags,3.977438,4.0,110,10
rends,3.977438,4.0,124,11
coate,3.977438,4.0,126,12
paris,3.977438,4.0,127,12
moits,3.977438,4.0,132,12
renos,3.977438,4.0,140,11
sonar,3.977438,4.0,145,10
leads,3.977438,4.0,147,12
tenia,3.977438,4.0,149,11
shent,3.977634,4.0,104,9
tahrs,3.977634,4.0,105,11
acton,3.977634,4.0,114,11
demon,3.977634,4.0,118,11
legit,3.977634,4.0,125,11
natis,3.977634,4.0,139,11
sperm,3.977830,4.0,81,11
sling,3.977830,4.0,105,11
hater,3.977830,4.0,116,11
spear,3.977830,4.0,123,10
loner,3.977830,4.0,128,12
acold,3.978026,4.0,117,11
moste,3.978026,4.0,118,12
ticed,3.978026,4.0,121,11
colin,3.978026,4.0,125,12
solid,3.978026,4.0,130,11
snail,3.978026,4.0,131,12
potes,3.978026,4.0,137,11
crisp,3.978222,4.0,102,11
grape,3.978222,4.0,104,10
celom,3.978222,4.0,107,12
thane,3.978222,4.0,110,10
cable,3.978222,4.0,113,12
potae,3.978222,4.0,117,11
speir,3.978222,4.0,119,10
riced,3.978222,4.0,124,11
eland,3.978222,4.0,130,12
patch,3.978419,4.0,71,10
blurt,3.978419,4.0,99,11
metic,3.978419,4.0,100,11
apted,3.978419,4.0,107,10
plaud,3.978419,4.0,108,11
baron,3.978419,4.0,115,11
loams,3.978419,4.0,128,12
lopes,3.978419,4.0,130,12
cores,3.978419,4.0,140,13
paned,3.978615,4.0,106,11
picot,3.978615,4.0,107,12
tronk,3.978615,4.0,108,11
mined,3.978615,4.0,113,11
mercs,3.978615,4.0,115,12
moats,3.978615,4.0,124,12
pleas,3.978615,4.0,135,11
crins,3.978615,4.0,136,11
diets,3.978615,4.0,142,11
laide,3.978615,4.0,142,12
therm,3.978811,4.0,88,10
pance,3.978811,4.0,106,11
turps,3.978811,4.0,107,11
nidal,3.978811,4.0,118,11
repos,3.978811,4.0,122,11
sarod,3.978811,4.0,131,11
doits,3.978811,4.0,139,11
charm,3.979007,4.0,82,11
porin,3.979007,4.0,112,11
libre,3.979007,4.0,117,12
lends,3.979007,4.0,123,13
moras,3.979007,4.0,130,13
parse,3.979007,4.0,132,11
loans,3.979007,4.0,150,12
notes,3.979007,4.0,151,11
bards,3.979203,4.0,96,11
plaur,3.979203,4.0,107,12
murid,3.979203,4.0,110,12
their,3.979203,4.0,117,10
bents,3.979203,4.0,121,10
coles,3.979203,4.0,143,13
trash,3.979400,4.0,100,10
linds,3.979400,4.0,125,12
naled,3.979400,4.0,128,12
cruet,3.979400,4.0,141,12
cares,3.979400,4.0,144,12
tumor,3.979596,4.0,108,12
octan,3.979596,4.0,114,11
pinto,3.979596,4.0,115,11
perai,3.979596,4.0,119,11
lased,3.979596,4.0,132,11
nails,3.979596,4.0,147,12
smith,3.979792,4.0,83,10
uplit,3.979792,4.0,109,10
pairs,3.979792,4.0,125,12
arsed,3.979792,4.0,139,11
crump,3.979988,4.0,69,11
shlep,3.979988,4.0,85,10
orpin,3.979988,4.0,111,11
miser,3.979988,4.0,117,13
poste,3.979988,4.0,122,11
sluit,3.979988,4.0,128,11
cider,3.979988,4.0,129,12
suent,3.979988,4.0,139,10
delis,3.979988,4.0,142,12
primo,3.980184,4.0,90,11
enorm,3.980184,4.0,110,12
pinol,3.980184,4.0,112,12
prase,3.980184,4.0,146,11
acrid,3.980381,4.0,117,11
roams,3.980381,4.0,123,12
lomas,3.980381,4.0,127,12
deist,3.980381,4.0,141,11
inert,3.980381,4.0,146,11
plomb,3.980577,4.0,60,10
lanch,3.980577,4.0,91,11
scape,3.980577,4.0,103,11
blain,3.980577,4.0,115,11
hants,3.980577,4.0,118,10
groat,3.980577,4.0,129,11
solar,3.980577,4.0,139,11
urate,3.980577,4.0,142,11
throb,3.980773,4.0,74,10
poted,3.980773,4.0,111,10
boner,3.980773,4.0,112,11
blade,3.980773,4.0,117,11
incel,3.980773,4.0,119,12
loric,3.980773,4.0,119,12
thans,3.980773,4.0,120,10
beast,3.980773,4.0,121,11
pects,3.980773,4.0,122,11
nards,3.980773,4.0,124,11
nicer,3.980773,4.0,137,12
tices,3.980773,4.0,144,12
gimel,3.980969,4.0,105,12
supra,3.980969,4.0,105,11
board,3.980969,4.0,114,11
posit,3.980969,4.0,119,11
besat,3.980969,4.0,122,11
acron,3.980969,4.0,126,12
sonde,3.980969,4.0,130,10
manes,3.980969,4.0,132,12
tuile,3.980969,4.0,145,11
laics,3.980969,4.0,146,13
clift,3.981165,4.0,87,11
midst,3.981165,4.0,104,11
copen,3.981165,4.0,106,11
older,3.981165,4.0,119,12
soman,3.981165,4.0,121,10
dates,3.981165,4.0,143,11
rales,3.981165,4.0,154,12
sprag,3.981362,4.0,83,10
admen,3.981362,4.0,100,10
airth,3.981362,4.0,119,11
depot,3.981558,4.0,109,10
molie,3.981558,4.0,131,12
adorn,3.981558,4.0,137,11
clomb,3.981754,4.0,74,11
capon,3.981754,4.0,105,11
broad,3.981754,4.0,111,10
blaer,3.981754,4.0,114,11
harls,3.981754,4.0,114,12
borna,3.981754,4.0,115,11
apres,3.981754,4.0,130,11
garth,3.981950,4.0,98,10
tepid,3.981950,4.0,111,10
ripes,3.981950,4.0,128,11
atone,3.981950,4.0,133,11
bluet,3.982146,4.0,102,11
denim,3.982146,4.0,107,11
stipa,3.982146,4.0,117,10
poets,3.982146,4.0,130,11
laser,3.982146,4.0,135,12
steno,3.982146,4.0,136,11
ailed,3.982146,4.0,145,12
deans,3.982146,4.0,146,11
climb,3.982343,4.0,70,11
siped,3.982343,4.0,102,10
brans,3.982343,4.0,105,11
pitas,3.982343,4.0,130,11
arson,3.982343,4.0,140,11
dores,3.982343,4.0,142,12
daris,3.982343,4.0,143,12
roles,3.982343,4.0,145,12
calos,3.982343,4.0,147,13
broth,3.982539,4.0,79,10
bepat,3.982539,4.0,90,10
patly,3.982539,4.0,98,11
cults,3.982539,4.0,119,11
eldin,3.982539,4.0,120,11
moars,3.982539,4.0,126,13
lutea,3.982539,4.0,129,11
stead,3.982539,4.0,131,10
glime,3.982735,4.0,102,12
scand,3.982735,4.0,106,11
corms,3.982735,4.0,115,13
holts,3.982735,4.0,115,10
spain,3.982735,4.0,117,11
ranes,3.982735,4.0,149,11
onlap,3.982931,4.0,107,11
lathi,3.982931,4.0,113,11
crims,3.982931,4.0,118,12
neath,3.982931,4.0,124,10
sutor,3.982931,4.0,132,10
oncer,3.982931,4.0,133,12
scrae,3.982931,4.0,135,11
means,3.982931,4.0,138,12
lipes,3.982931,4.0,141,12
rials,3.982931,4.0,145,11
swart,3.983127,4.0,94,10
beard,3.983127,4.0,113,11
dinlo,3.983127,4.0,119,12
puter,3.983127,4.0,120,11
ranty,3.983127,4.0,123,11
culet,3.983127,4.0,125,12
peons,3.983127,4.0,130,12
moile,3.983127,4.0,132,12
resto,3.983127,4.0,132,11
metis,3.983127,4.0,136,11
mares,3.983127,4.0,140,12
ranis,3.983127,4.0,145,11
hamel,3.983324,4.0,95,12
pligs,3.983324,4.0,103,11
carbs,3.983324,4.0,107,12
pured,3.983324,4.0,115,11
canid,3.983324,4.0,122,11
cates,3.983324,4.0,151,12
stulm,3.983520,4.0,90,10
nomad,3.983520,4.0,110,10
enarm,3.983520,4.0,113,11
heald,3.983520,4.0,116,11
lithe,3.983520,4.0,120,10
meris,3.983520,4.0,131,12
latus,3.983520,4.0,133,12
scote,3.983520,4.0,137,11
pharm,3.983716,4.0,72,11
blams,3.983716,4.0,87,11
parly,3.983716,4.0,98,11
inept,3.983716,4.0,113,11
thins,3.983716,4.0,118,11
dicer,3.983716,4.0,132,12
rased,3.983716,4.0,141,11
tides,3.983716,4.0,145,11
riles,3.983716,4.0,158,12
porch,3.983912,4.0,74,10
rafts,3.983912,4.0,95,11
licht,3.983912,4.0,98,11
trank,3.983912,4.0,106,10
borel,3.983912,4.0,112,12
email,3.983912,4.0,118,12
piste,3.983912,4.0,122,11
girts,3.983912,4.0,128,11
doats,3.983912,4.0,138,11
teloi,3.983912,4.0,141,11
morph,3.984108,4.0,67,10
liber,3.984108,4.0,115,12
piton,3.984108,4.0,115,11
nodal,3.984108,4.0,124,11
cesta,3.984108,4.0,136,12
torsi,3.984108,4.0,136,12
arils,3.984108,4.0,150,12
pitch,3.984304,4.0,76,10
scrod,3.984304,4.0,101,10
balon,3.984304,4.0,109,11
birls,3.984304,4.0,109,12
grist,3.984304,4.0,119,11
noted,3.984304,4.0,135,11
mires,3.984304,4.0,141,13
oater,3.984304,4.0,147,12
laris,3.984304,4.0,154,13
prags,3.984501,4.0,96,11
spied,3.984501,4.0,100,10
noble,3.984501,4.0,108,11
munts,3.984501,4.0,111,11
poser,3.984501,4.0,121,12
maleo,3.984501,4.0,126,13
oaten,3.984501,4.0,149,11
spend,3.984697,4.0,93,10
galop,3.984697,4.0,103,11
pedon,3.984697,4.0,108,11
potin,3.984697,4.0,114,11
rinds,3.984697,4.0,124,10
dites,3.984697,4.0,145,11
croft,3.984893,4.0,91,11
richt,3.984893,4.0,100,11
coble,3.984893,4.0,110,11
toped,3.984893,4.0,113,10
liner,3.984893,4.0,136,12
coats,3.984893,4.0,149,12
scamp,3.985089,4.0,76,11
natch,3.985089,4.0,90,10
yrapt,3.985089,4.0,100,10
letup,3.985089,4.0,108,11
ponce,3.985089,4.0,108,11
brace,3.985089,4.0,118,12
spine,3.985089,4.0,126,11
cando,3.985089,4.0,128,11
moils,3.985089,4.0,131,12
neaps,3.985089,4.0,138,12
corse,3.985089,4.0,139,13
anile,3.985089,4.0,157,12
glops,3.985285,4.0,98,11
tripy,3.985285,4.0,100,10
hared,3.985285,4.0,118,11
tanhs,3.985285,4.0,118,10
betas,3.985285,4.0,126,11
credo,3.985285,4.0,130,11
clies,3.985285,4.0,153,13
plowt,3.985482,4.0,76,10
plong,3.985482,4.0,87,11
hemal,3.985482,4.0,104,12
bodle,3.985482,4.0,110,11
ecard,3.985482,4.0,120,11
dicts,3.985482,4.0,124,11
prise,3.985482,4.0,125,11
tempi,3.985678,4.0,86,11
blips,3.985678,4.0,95,10
gloam,3.985678,4.0,102,11
flits,3.985678,4.0,108,11
macon,3.985678,4.0,109,12
turme,3.985678,4.0,115,11
brain,3.985678,4.0,117,11
haint,3.985678,4.0,122,10
piets,3.985678,4.0,138,11
petos,3.985678,4.0,140,11
carse,3.985678,4.0,148,12
claes,3.985678,4.0,158,13
lines,3.985678,4.0,160,13
letch,3.985874,4.0,93,11
strag,3.985874,4.0,107,10
rathe,3.985874,4.0,108,11
bield,3.985874,4.0,115,11
gater,3.985874,4.0,124,11
lords,3.985874,4.0,124,12
daine,3.985874,4.0,139,11
match,3.986070,4.0,77,11
month,3.986070,4.0,86,10
trawl,3.986070,4.0,94,10
blend,3.986070,4.0,96,10
stoma,3.986070,4.0,107,11
boral,3.986070,4.0,109,11
frits,3.986070,4.0,109,11
stime,3.986070,4.0,111,11
pocan,3.986070,4.0,112,11
salty,3.986070,4.0,113,10
hiant,3.986070,4.0,118,10
spean,3.986070,4.0,121,10
caned,3.986070,4.0,123,11
baits,3.986070,4.0,129,11
doles,3.986070,4.0,147,13
tempo,3.986266,4.0,96,11
derth,3.986266,4.0,104,10
almud,3.986463,4.0,105,11
fetal,3.986463,4.0,110,11
blins,3.986463,4.0,112,11
bored,3.986463,4.0,121,11
genal,3.986463,4.0,132,11
topic,3.986659,4.0,97,11
rabid,3.986659,4.0,112,10
doble,3.986659,4.0,115,11
cauld,3.986659,4.0,125,12
dicta,3.986659,4.0,125,11
polis,3.986659,4.0,129,11
deros,3.986659,4.0,135,11
croup,3.986855,4.0,98,11
monpe,3.986855,4.0,98,11
boned,3.986855,4.0,108,10
losed,3.986855,4.0,136,12
doers,3.986855,4.0,137,12
scare,3.986855,4.0,137,12
morse,3.986855,4.0,139,12
norie,3.986855,4.0,143,11
ceils,3.986855,4.0,149,12
trues,3.986855,4.0,157,12
slurp,3.987051,4.0,98,11
thurl,3.987051,4.0,98,10
parge,3.987051,4.0,104,11
punts,3.987051,4.0,112,11
aglet,3.987051,4.0,119,11
argot,3.987051,4.0,130,11
chirl,3.987247,4.0,90,12
plank,3.987247,4.0,93,11
frond,3.987247,4.0,98,10
dobla,3.987247,4.0,105,11
larum,3.987247,4.0,106,13
baler,3.987247,4.0,112,12
labor,3.987247,4.0,112,12
sneap,3.987247,4.0,118,10
